StationCode,Lat,Lon,WaterLevel_m_bgl,Datetime
KOTDW2015051,24.9304,76.3102,4.91,Post-monsoon_2022
KOTDW2015050,24.9081,76.3297,1.72,Post-monsoon_2022
KOTPZ2019077,24.8934,76.3655,4.7,Post-monsoon_2022
KOTDW2015049,24.8981,76.373,3.07,Post-monsoon_2022
KOTAWL_155,24.8981,76.334,5.8,Post-monsoon_2022
KOTDW2015048,24.8981,76.334,3.44,Post-monsoon_2022
KOTAWL_153,24.9219,76.3336,9.65,Post-monsoon_2022
KOTDW2015047,24.877,76.2432,12.24,Post-monsoon_2022
KOTPZ2019090,24.8604,76.2492,9.3,Post-monsoon_2022
KOTPZ2019072,24.8619,76.2448,13.1,Post-monsoon_2022
KOTAWL_152,24.9251,76.1894,8.05,Post-monsoon_2022
ATAL/0222/KAR/SHR/46,26.6904,77.0013,83.1,Post-monsoon_2022
ATAL/0222/KAR/SHR/42,26.7184,76.911,58.6,Post-monsoon_2022
KARPZ1718004,26.7648,77.0,59.1,Post-monsoon_2022
KLIWL-30,26.8278,77.0138,27.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/20,26.8162,77.0634,37.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/19,26.7689,77.0138,46.9,Post-monsoon_2022
ATAL/0222/KAR/HIN/18,26.7005,77.129,14.2,Post-monsoon_2022
ATAL/0222/KAR/HIN/17,26.8528,77.0312,21.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/15,26.7278,77.1204,23.2,Post-monsoon_2022
ATAL/0222/KAR/HIN/14,26.6881,77.1081,25.0,Post-monsoon_2022
ATAL/0222/KAR/HIN/13,26.8014,77.0795,22.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/11,26.7619,77.0,60.2,Post-monsoon_2022
KLIWL-9,26.7285,77.0301,2.05,Post-monsoon_2022
W264400077020001,26.7328,77.0167,0.19,Post-monsoon_2022
ATAL/0222/KAR/HIN/9,26.7859,77.1755,41.2,Post-monsoon_2022
KLIWL-38,26.7697,77.0833,22.4,Post-monsoon_2022
ATAL/0222/KAR/HIN/7,26.806,77.1041,25.1,Post-monsoon_2022
W264135076553001,26.8197,77.0816,9.73,Post-monsoon_2022
ATAL/0222/KAR/HIN/5,26.7839,77.106,23.9,Post-monsoon_2022
ATAL/0222/KAR/HIN/22,26.7758,77.1013,30.8,Post-monsoon_2022
ATAL/0222/KAR/SHR/45,26.7141,76.9678,61.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/23,26.6314,77.1169,53.0,Post-monsoon_2022
W264200077010001,26.7003,77.0167,3.2,Post-monsoon_2022
ATAL/0222/KAR/SHR/41,26.7768,76.943,22.6,Post-monsoon_2022
ATAL/0222/KAR/SHR/40,26.6853,76.9313,34.2,Post-monsoon_2022
ATAL/0222/KAR/SHR/39,26.6857,76.9064,24.4,Post-monsoon_2022
ATAL/0222/KAR/SHR/38,26.7336,76.9569,59.3,Post-monsoon_2022
ATAL/0222/KAR/SHR/37,26.7543,76.9554,37.1,Post-monsoon_2022
ATAL/0222/KAR/SHR/36,26.6961,76.8972,31.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/35,26.8304,77.1276,23.8,Post-monsoon_2022
ATAL/0222/KAR/HIN/34,26.8384,77.0964,33.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/33,26.7769,77.0681,24.8,Post-monsoon_2022
KLIWL-7,26.781,77.0736,26.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/32,26.7943,77.065,41.8,Post-monsoon_2022
ATAL/0222/KAR/HIN/30,26.8137,77.1391,24.0,Post-monsoon_2022
ATAL/0222/KAR/HIN/29,26.7909,77.1554,25.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/28,26.7255,77.0051,43.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/27,26.7574,77.1174,25.1,Post-monsoon_2022
ATAL/0222/KAR/HIN/26,26.7808,77.0246,44.6,Post-monsoon_2022
ATAL/0222/KAR/HIN/25,26.6976,77.0117,58.9,Post-monsoon_2022
ATAL/0222/KAR/HIN/24,26.8486,77.0906,25.9,Post-monsoon_2022
W245058080054201,24.8494,80.095,5.51,Post-monsoon_2022
Hc_28.028_77.2317,28.0281,77.2318,13.25,Post-monsoon_2022
Hu_28.028_77.231,28.0281,77.2318,10.35,Post-monsoon_2022
Go_28.014_77.212,28.0142,77.2121,12.4,Post-monsoon_2022
Gh_28.078_77.21,28.078,77.2103,17.45,Post-monsoon_2022
Kh_28.021_77.223,28.0278,77.1957,12.3,Post-monsoon_2022
Ch_28.072_77.174,28.0717,77.1737,2.15,Post-monsoon_2022
Bh_28.08_777.151,28.0874,77.1507,3.55,Post-monsoon_2022
Kh_27.886_77.272,27.8861,77.2723,13.5,Post-monsoon_2022
Bh_28.088_77.264,28.0883,77.264,10.0,Post-monsoon_2022
Ba_27.953_77.264,27.9534,77.2636,11.5,Post-monsoon_2022
Bi_28.031_77.168,28.0311,77.1676,3.75,Post-monsoon_2022
An_27.905_77.27,27.9051,77.27,18.65,Post-monsoon_2022
Al_27.926_77.247,27.9257,77.2471,18.6,Post-monsoon_2022
Ra_27.95_77.478,27.95,77.4783,18.5,Post-monsoon_2022
Pi_28.002_77.396,28.0023,77.3957,9.7,Post-monsoon_2022
Pe_28.029_77.483,28.0292,77.4838,12.95,Post-monsoon_2022
Ba_28.048_77._292,28.0483,77.2916,4.95,Post-monsoon_2022
Ko_28.011_77.262,28.011,77.2624,5.7,Post-monsoon_2022
Ku_28.02_77.192,28.0204,77.1925,10.45,Post-monsoon_2022
Ma_28.1328_77.1741,28.1329,77.1741,2.1,Post-monsoon_2022
Bu_27.882_77.329,27.8819,77.3291,6.1,Post-monsoon_2022
Bh_27.91_777.454,27.9169,77.4543,5.5,Post-monsoon_2022
Ba_27.89_777.441,27.8971,77.4414,6.75,Post-monsoon_2022
Ba_27.939_77.352,27.9393,77.3519,9.55,Post-monsoon_2022
Ba_28.061_77.351,28.0605,77.3509,12.45,Post-monsoon_2022
Au_28.031_77.33,28.0311,77.3301,13.65,Post-monsoon_2022
Ho_27.885_77.363,27.885,77.3632,16.7,Post-monsoon_2022
Ga_27.86_77.36,27.86,77.36,8.05,Post-monsoon_2022
Ut_27.975_77.184,27.9754,77.1843,18.0,Post-monsoon_2022
Ut_27.9753_77.1842,27.9754,77.1843,12.75,Post-monsoon_2022
To_27.963_77.152,27.9625,77.1521,1.85,Post-monsoon_2022
Po_28.118_77.137,28.1178,77.1365,0.85,Post-monsoon_2022
Pa_28.018_77.179,28.0188,77.1793,6.07,Post-monsoon_2022
Na_27.941_77._278,27.9408,77.2778,10.2,Post-monsoon_2022
Ma_27.98_77._28,27.98,77.28,10.85,Post-monsoon_2022
Ma_28.1_77.177,28.1002,77.1767,1.35,Post-monsoon_2022
Ma_28.132_77.174,28.1329,77.1741,0.95,Post-monsoon_2022
Li_27.963_77.462,27.9631,77.4615,11.8,Post-monsoon_2022
Hs_27.970_77.490,27.9703,77.4904,19.15,Post-monsoon_2022
Ha_27.970_77.490,27.9703,77.4904,22.4,Post-monsoon_2022
Na_28.04_777.422,28.0475,77.4221,10.25,Post-monsoon_2022
Bm_27.879_76.156,27.8787,76.1563,64.0,Post-monsoon_2022
Am_27.841_76.146,27.8413,76.1465,27.5,Post-monsoon_2022
Ng_27.893_76.115,27.893,76.1153,66.5,Post-monsoon_2022
Pa_28.335_76.132,28.3346,76.132,39.5,Post-monsoon_2022
Ni_28.1_76_76.11,28.1764,76.1105,112.0,Post-monsoon_2022
Ku_28.3_76.101,28.3002,76.1006,67.0,Post-monsoon_2022
Ko_28.204_76.174,28.2045,76.1739,18.9,Post-monsoon_2022
De_28.1_75_76.155,28.1753,76.1547,24.5,Post-monsoon_2022
Ba_28.411_76.174,28.4114,76.1743,34.77,Post-monsoon_2022
Uc_28.392_76.265,28.392,76.2651,22.6,Post-monsoon_2022
Si_28.443_76.219,28.443,76.2192,9.11,Post-monsoon_2022
Su_28.249_76.266,28.2489,76.2662,63.5,Post-monsoon_2022
Sh_28.406_76.217,28.4061,76.2171,38.5,Post-monsoon_2022
Pa_28.3_27_76.22,28.3272,76.2203,32.8,Post-monsoon_2022
Na_28._28_76._279,28.2798,76.2794,52.5,Post-monsoon_2022
Kh_28.359_76.248,28.3586,76.2484,21.5,Post-monsoon_2022
Ga_28.364_76.314,28.3636,76.3141,20.3,Post-monsoon_2022
Bh_28.234_76._295,27.9626,76.1349,39.2,Post-monsoon_2022
De_28.031_77.377,28.0312,77.3771,13.0,Post-monsoon_2022
Bu_27.821_76.172,27.8209,76.1716,86.1,Post-monsoon_2022
Do_27.848_76.056,27.8483,76.0561,23.4,Post-monsoon_2022
Ba_28.067_77.438,28.0678,77.4389,12.2,Post-monsoon_2022
Th_28.059_76.04,28.0587,76.0398,48.1,Post-monsoon_2022
Ra_28.0_75_76.066,28.0752,76.0657,27.7,Post-monsoon_2022
Me_28.111_76.053,28.1114,76.0532,39.15,Post-monsoon_2022
Ku_28.053_76.0_27,28.0528,76.0272,97.0,Post-monsoon_2022
Ko_28.031_76.042,28.0314,76.042,59.0,Post-monsoon_2022
Kh_28.131_76.037,28.1312,76.0374,96.0,Post-monsoon_2022
Go_28.097_75.979,28.1051,75.9812,77.5,Post-monsoon_2022
Do_28.122_76.019,28.1217,76.0188,45.6,Post-monsoon_2022
Bh_28.095_75.994,28.0949,75.9942,39.15,Post-monsoon_2022
Na_28.050_76.112,28.0508,76.1125,3.27,Post-monsoon_2022
Nu_28.073_76.114,28.0732,76.114,7.55,Post-monsoon_2022
Na_28.051_76.113,28.0508,76.1125,16.1,Post-monsoon_2022
Sa_27.8_75_76.07,27.8752,76.0698,35.8,Post-monsoon_2022
Na_27.918_76.12,27.9177,76.1197,55.85,Post-monsoon_2022
Me_27.89_76.071,27.8904,76.0709,22.8,Post-monsoon_2022
Ka_27.874_76.136,27.8737,76.1362,29.9,Post-monsoon_2022
Da_27.865_76.114,27.8652,76.1136,36.2,Post-monsoon_2022
Di_28.033_77.375,28.0339,77.375,12.95,Post-monsoon_2022
Gh_28.072_77.21,28.0718,77.2098,16.2,Post-monsoon_2022
Sa_28.843_75.849,27.9946,77.3234,14.0,Post-monsoon_2022
Be_29.4537_74.5762,29.4537,74.5762,11.7,Post-monsoon_2022
Am_29.5034_74.7054,29.5034,74.7054,43.8,Post-monsoon_2022
Ka_29.423_74.612,29.4236,74.6125,10.82,Post-monsoon_2022
Ka_29.4307_74.6107,29.4307,74.6107,9.6,Post-monsoon_2022
El_29.4486_74.6578,29.4486,74.6578,26.0,Post-monsoon_2022
Ra_28.1981_76.5142,28.1981,76.5142,25.3,Post-monsoon_2022
Pa_28.1681_76.4579,29.4236,77.05,54.05,Post-monsoon_2022
Ma_28.1598_76.415,28.1598,76.415,49.2,Post-monsoon_2022
Kh_28.1951_76.4004,28.1951,76.4004,70.0,Post-monsoon_2022
Gu_28.1806_76.5115,28.1806,76.5115,61.5,Post-monsoon_2022
Su_28.1922_76.5319,28.1922,76.5319,25.6,Post-monsoon_2022
Ba_28.1579_76.372,28.1595,76.3718,80.5,Post-monsoon_2022
Ku_28.151_76.3886,28.151,76.3886,73.8,Post-monsoon_2022
Rh_28.237_76.508,28.2372,76.5083,12.1,Post-monsoon_2022
Ma_28.220_76.355,28.2203,76.3556,28.33,Post-monsoon_2022
Wa_29.2629_76.9256,29.2629,76.9256,25.44,Post-monsoon_2022
Ra_29.1865_77.1092,29.1865,77.1092,17.26,Post-monsoon_2022
Bh_29.423_74.770,29.4236,74.7708,14.0,Post-monsoon_2022
Pa_29.203_77.027,29.2033,77.0278,37.7,Post-monsoon_2022
Bh_29.417_74.7795,29.417,74.7795,14.0,Post-monsoon_2022
Da_29.5658_74.6773,29.5658,74.6773,49.0,Post-monsoon_2022
Mi_29.5158_74.6839,29.5158,74.6839,45.0,Post-monsoon_2022
Me_29.4171_74.809,29.4171,74.809,24.0,Post-monsoon_2022
Ma_29.4621_74.7078,29.4621,74.7078,37.6,Post-monsoon_2022
Ko_29.4522_74.841,29.4522,74.841,39.0,Post-monsoon_2022
Sh_29.4044_74.6247,29.4044,74.6247,14.9,Post-monsoon_2022
Kh_29.3985_74.689,29.3985,74.689,11.0,Post-monsoon_2022
Ke_29.4469_74.8597,29.4469,74.8597,39.0,Post-monsoon_2022
Ka_29.5635_74.6307,29.5635,74.6307,49.0,Post-monsoon_2022
Ka_29.338_74.63,29.3389,74.63,7.67,Post-monsoon_2022
Ka_29.3445_74.6318,29.3445,74.6318,10.0,Post-monsoon_2022
Ja_29.5465_74.7226,29.5372,74.6791,51.0,Post-monsoon_2022
Hu_29.4652_74.7511,29.4762,74.7678,39.0,Post-monsoon_2022
Dh_29.4363_74.5714,29.4363,74.5714,10.2,Post-monsoon_2022
Th_29.5139_74.6669,29.5139,74.6669,41.2,Post-monsoon_2022
Ta_29.4952_74.6338,29.4952,74.6338,32.9,Post-monsoon_2022
Ku_29.4554_74.8193,29.4554,74.8193,34.5,Post-monsoon_2022
Ji_29.5242_74.7371,29.5242,74.7371,51.5,Post-monsoon_2022
Bu_29.4831_74.7147,29.4831,74.7147,42.26,Post-monsoon_2022
Ch_28.3_76_76.265,28.3762,76.2653,12.4,Post-monsoon_2022
Pa_29.2033_77.0277,29.2033,77.0278,37.7,Post-monsoon_2022
Na_29.2728_76.947,29.2728,76.947,27.18,Post-monsoon_2022
Pe_28.1399_77.4005,28.1399,77.4005,21.05,Post-monsoon_2022
Ki_28.1619_77.2256,28.1619,77.2256,8.6,Post-monsoon_2022
Ka_28.1444_77.2769,28.1444,77.2769,12.05,Post-monsoon_2022
Ja_28.2036_77.1992,28.2036,77.1992,14.95,Post-monsoon_2022
Dh_28.192_77.245,28.1916,77.2449,5.6,Post-monsoon_2022
Dh_28.108_77.235,28.1082,77.2353,6.45,Post-monsoon_2022
Dh_28.225_77.218,28.2253,77.2176,1.05,Post-monsoon_2022
Ba_28.121_77.227,28.1212,77.2271,6.95,Post-monsoon_2022
Ch_28.188_77.213,28.1876,77.2129,30.6,Post-monsoon_2022
Ja_27.986_77.484,28.1071,77.3484,15.4,Post-monsoon_2022
As_28.107_77.348,28.1043,77.3493,8.7,Post-monsoon_2022
Ah_28.108_77.258,28.1082,77.2576,5.85,Post-monsoon_2022
Pa_28.1302_77.3288,28.7625,75.9831,10.4,Post-monsoon_2022
Ka_28.02_777.3_29,28.0272,77.3292,5.7,Post-monsoon_2022
Ph_28.07_77.324,28.0701,77.3236,12.65,Post-monsoon_2022
Lo_27.943_77.313,27.9434,77.3128,12.85,Post-monsoon_2022
Kh_27.9_77.425,27.9003,77.4252,11.2,Post-monsoon_2022
Re_28.105_77.3195,28.105,77.3195,10.75,Post-monsoon_2022
Pa_29.2065_77.0236,29.2065,77.0236,34.49,Post-monsoon_2022
Ba_29.423_77.05,29.4236,77.05,30.2,Post-monsoon_2022
Ta_29._2883_77.0936,29.2883,77.0936,22.62,Post-monsoon_2022
Ki_29.2269_76.9794,29.2269,76.9794,39.08,Post-monsoon_2022
Ka_29._275_777.007,29.2745,77.009,41.44,Post-monsoon_2022
Ha_29.2289_77.1177,29.2289,77.1177,13.38,Post-monsoon_2022
Ha_29.1899_77.042,29.1899,77.042,35.83,Post-monsoon_2022
Da_29.220_77.066,29.2203,77.0667,27.7,Post-monsoon_2022
De_29.2082_77.0684,29.2082,77.0684,27.59,Post-monsoon_2022
Bi_29._284_77.043,29.284,77.043,38.48,Post-monsoon_2022
Ba_29.1885_77.0937,29.1885,77.0937,24.12,Post-monsoon_2022
At_29.2481_77.1026,29.2481,77.1026,17.41,Post-monsoon_2022
Bh_29.2455_77.0163,29.2455,77.0163,37.82,Post-monsoon_2022
Sa_29.23_77.01,29.23,77.01,37.81,Post-monsoon_2022
Sa_29.372_77.091,29.2936,77.1098,17.0,Post-monsoon_2022
Pa_29.3115_77.0143,29.3115,77.0143,40.39,Post-monsoon_2022
Kh_29.26_77.11,29.26,77.11,17.16,Post-monsoon_2022
Ja_29.3361_77.0999,29.3361,77.0999,15.93,Post-monsoon_2022
Go_29.3028_77.1255,29.3028,77.1255,13.57,Post-monsoon_2022
Da_29.344_77.0_274,29.344,77.0274,37.97,Post-monsoon_2022
Ba_29.332_77.0831,29.332,77.0831,25.94,Post-monsoon_2022
Mi_29.4107_74.7044,29.4107,74.7044,14.5,Post-monsoon_2022
Ch_28.318_76.285,28.3175,76.2853,43.1,Post-monsoon_2022
Ka_28.333_76.305,28.3329,76.3055,28.75,Post-monsoon_2022
Ma_29.961_76.251,29.9608,76.2507,59.78,Post-monsoon_2022
Ma_29.985_76.238,29.9855,76.2381,52.46,Post-monsoon_2022
Ma_30.132_76.233,30.1317,76.2328,43.25,Post-monsoon_2022
Kh_30.07_76.312,30.0702,76.3124,44.06,Post-monsoon_2022
Gu_30.04_76.3,30.0401,76.3001,47.98,Post-monsoon_2022
Ha_30.06_76.372,30.0601,76.3721,41.27,Post-monsoon_2022
Jo_30.151_76.418,30.1505,76.4179,39.52,Post-monsoon_2022
Pe_30.001_76.343,30.0011,76.3428,50.03,Post-monsoon_2022
Ch_30.111_76.269,30.1111,76.2687,43.58,Post-monsoon_2022
Bh_30.099_76.45,30.0991,76.4498,41.91,Post-monsoon_2022
Bh_30.056_76.245,30.0557,76.2447,40.54,Post-monsoon_2022
Bh_30.064_76.42,30.0638,76.4202,39.11,Post-monsoon_2022
Ba_30.107_76.374,30.107,76.3738,39.42,Post-monsoon_2022
Ba_30.026_76.392,30.0258,76.3918,43.69,Post-monsoon_2022
Ba_30.071_76.367,30.0711,76.3666,41.3,Post-monsoon_2022
Ag_29.992_76.249,29.9917,76.2486,50.05,Post-monsoon_2022
Bi_30.007_76.424,30.0073,76.424,36.98,Post-monsoon_2022
Ra_30.118_76.44,30.1184,76.4401,40.81,Post-monsoon_2022
Ma_29.98_76.422,29.9803,76.4217,35.36,Post-monsoon_2022
Re_30.024_76.386,30.0238,76.3856,38.85,Post-monsoon_2022
Ta_29.624_76.399,29.6237,76.3993,14.3,Post-monsoon_2022
So_29.593_76.373,29.5926,76.3728,16.7,Post-monsoon_2022
So_29.681_76.471,29.6808,76.4714,19.15,Post-monsoon_2022
Se_29.631_76.492,29.6305,76.4924,20.2,Post-monsoon_2022
Ki_29.621_76.431,29.6208,76.4311,16.4,Post-monsoon_2022
Ma_29.587_76.537,29.5866,76.5367,23.65,Post-monsoon_2022
Ro_29.565_76.445,29.5646,76.4446,19.6,Post-monsoon_2022
N._29.654_76.473,29.6545,76.4728,18.7,Post-monsoon_2022
Ki_29.553_76.381,29.5531,76.381,17.75,Post-monsoon_2022
Kh_29.587_76.432,29.5866,76.432,16.1,Post-monsoon_2022
Ka_29.658_76.408,29.6578,76.4081,15.8,Post-monsoon_2022
Ja_29.660_76.429,29.6608,76.4292,15.48,Post-monsoon_2022
Ja_29.657_76.442,29.657,76.4421,19.98,Post-monsoon_2022
Ra_29.575_76.488,29.5753,76.4881,18.04,Post-monsoon_2022
Su_30_76.284,30.0002,76.2839,55.18,Post-monsoon_2022
Si_30.072_76.384,30.072,76.3841,38.95,Post-monsoon_2022
Se_30.046_76.247,30.0457,76.2472,41.75,Post-monsoon_2022
Ch_30.047_76.331,30.0473,76.3312,47.75,Post-monsoon_2022
Bh_29.66_76.515,29.6597,76.5147,20.6,Post-monsoon_2022
Ka_29.655_76.539,29.655,76.539,20.4,Post-monsoon_2022
Ra_28.296_77.033,28.296,77.0328,36.05,Post-monsoon_2022
Mo_28.3_76.692,28.3026,76.693,35.65,Post-monsoon_2022
Kh_28.274_76.683,28.2739,76.683,36.2,Post-monsoon_2022
Gu_28.345_76.687,28.348,76.69,31.85,Post-monsoon_2022
Bh_28.305_76.838,28.3054,76.8375,45.0,Post-monsoon_2022
DA_28.491_76.997,28.491,76.997,6.85,Post-monsoon_2022
Bi_28._286_76.866,28.2859,76.8656,26.8,Post-monsoon_2022
Pa_28.3_27_76.78,28.3265,76.7801,40.35,Post-monsoon_2022
Pa_28.31_76.9,28.3099,76.9,49.3,Post-monsoon_2022
Ha_28.347_76._762,28.3467,76.7619,34.2,Post-monsoon_2022
Ba_28.424_77.145,28.4245,77.1448,26.1,Post-monsoon_2022
Ti_28.35_77.03,28.35,77.03,35.8,Post-monsoon_2022
Sa_28.37_76.986,28.4584,76.9029,18.5,Post-monsoon_2022
Ch_28.47_76.91,28.4713,76.9197,5.0,Post-monsoon_2022
Ch_28.471_76.92,28.4713,76.9203,6.55,Post-monsoon_2022
SI_28.41_76.96,28.41,76.96,22.5,Post-monsoon_2022
NA_28.466_77.067,28.4667,77.0672,60.8,Post-monsoon_2022
Al_28.5_77.02,28.5,77.02,33.45,Post-monsoon_2022
Na_28.273_76.742,28.2732,76.7421,40.35,Post-monsoon_2022
Ka_29.637_76.981,29.6368,76.9812,19.55,Post-monsoon_2022
Ra_28.347_76.715,28.3472,76.7149,29.35,Post-monsoon_2022
Un_28.312_76.81,28.3124,76.8103,48.8,Post-monsoon_2022
Sa_28.2_29_77.125,28.2293,77.1249,20.3,Post-monsoon_2022
Ri_28.34_777.098,28.3466,77.0977,22.85,Post-monsoon_2022
Ne_28.2_777.156,28.2704,77.1565,22.9,Post-monsoon_2022
Me_28.326_77.08,28.3262,77.0803,26.6,Post-monsoon_2022
Kh_28.319_77.115,28.3192,77.1152,34.95,Post-monsoon_2022
Ha_28.0928_77.3415,28.2103,77.1825,15.3,Post-monsoon_2022
Ha_28.308_77.052,28.3084,77.0518,29.1,Post-monsoon_2022
Ha_28.26_777.138,28.267,77.138,25.65,Post-monsoon_2022
Ga_28.26_77.202,28.2596,77.2017,4.0,Post-monsoon_2022
Da_28.299_77.125,28.3017,77.1238,8.55,Post-monsoon_2022
To_28.243_77.155,28.2431,77.1548,14.35,Post-monsoon_2022
Ab_28.29_77.113,28.3001,77.125,25.6,Post-monsoon_2022
Bh_28.346_77.06,28.3455,77.0597,31.7,Post-monsoon_2022
So_28.271_77.063,28.271,77.063,30.4,Post-monsoon_2022
Ba_28.409_77.147,28.4093,77.1473,26.2,Post-monsoon_2022
Qu_28.39_77.1,28.39,77.1,31.4,Post-monsoon_2022
Dh_28.289_77.066,28.2891,77.0657,27.4,Post-monsoon_2022
Si_28.269_76.833,28.269,76.8333,34.3,Post-monsoon_2022
Ma_29.641_77.106,29.6405,77.1056,11.65,Post-monsoon_2022
Uc_29.742_76.975,29.7416,76.9755,20.1,Post-monsoon_2022
Ch_29.796_77.116,29.7964,77.1167,8.34,Post-monsoon_2022
Kh_30.113_76.937,30.1132,76.9367,48.5,Post-monsoon_2022
KJ_30.119_76.851,30.1198,76.8515,48.67,Post-monsoon_2022
Ka_30.1_76_76.825,30.1758,76.8245,52.38,Post-monsoon_2022
Jh_30.149_76.785,30.1493,76.7846,50.97,Post-monsoon_2022
Ja_30.149_76.909,30.1489,76.9089,45.75,Post-monsoon_2022
Go_30.21_76.795,30.2095,76.7948,52.1,Post-monsoon_2022
Te_30.068_76.558,30.0684,76.5582,42.5,Post-monsoon_2022
Th_29.92_76.499,29.9201,76.4989,40.1,Post-monsoon_2022
Su_30.01_76.693,30.0101,76.6932,39.85,Post-monsoon_2022
Sa_29.945_76.662,29.9448,76.6615,38.0,Post-monsoon_2022
Sa_29.956_76.62,29.9555,76.6202,38.9,Post-monsoon_2022
Sa_30.016_76.548,30.0163,76.5477,42.55,Post-monsoon_2022
Ka_30.034_76.441,30.0336,76.4405,36.4,Post-monsoon_2022
Ra_29.99_76.448,29.9897,76.4484,35.25,Post-monsoon_2022
Mu_29.982_76.653,29.9821,76.6526,38.4,Post-monsoon_2022
Pe_29.999_76.580,29.9997,76.5806,39.68,Post-monsoon_2022
Ma_29.956_76.494,29.9561,76.4939,41.6,Post-monsoon_2022
La_30.213_76.87,30.2126,76.8701,54.08,Post-monsoon_2022
Gu_29.942_76.554,29.9419,76.5535,37.5,Post-monsoon_2022
Mo_30.242_76.845,30.2428,76.8458,30.46,Post-monsoon_2022
Pa_30.188_76.928,30.1879,76.9281,49.08,Post-monsoon_2022
Ka_28.333_76.301,28.3331,76.301,31.0,Post-monsoon_2022
Ta_28.089_76.239,28.0878,76.234,72.5,Post-monsoon_2022
Sa_28.081_76.176,28.081,76.1764,69.7,Post-monsoon_2022
Ra_28.07_76.323,28.0766,76.3222,82.5,Post-monsoon_2022
Pr_28.078_76.263,28.0777,76.2632,74.5,Post-monsoon_2022
Ma_28.163_76.251,28.1634,76.2509,77.5,Post-monsoon_2022
Kh_28.047_76.339,28.0465,76.3395,59.6,Post-monsoon_2022
Ka_28.144_76.228,28.1442,76.2281,82.4,Post-monsoon_2022
Ch_28.13_76.322,28.1303,76.3216,74.15,Post-monsoon_2022
Ba_28.089_76.198,28.0888,76.198,66.25,Post-monsoon_2022
At_28.102_76.281,28.1065,76.278,80.1,Post-monsoon_2022
Ya_30.14_76.952,30.1399,76.9517,47.35,Post-monsoon_2022
Ti_30.121_76.825,30.1208,76.8249,49.05,Post-monsoon_2022
Te_30.1_28_76.883,30.1281,76.8829,46.85,Post-monsoon_2022
Ta_30.136_76.771,30.1363,76.7714,45.89,Post-monsoon_2022
Ra_30.174_76.918,30.1741,76.918,47.22,Post-monsoon_2022
Ra_30.182_76.886,30.1821,76.886,45.36,Post-monsoon_2022
Na_30.176_76.773,30.176,76.7729,49.75,Post-monsoon_2022
Na_28._288_76.221,28.2867,76.2214,43.5,Post-monsoon_2022
Ka_30.048_76.493,30.0484,76.4933,40.75,Post-monsoon_2022
Is_30.016_76.491,30.0169,76.4917,40.07,Post-monsoon_2022
Ma_29.999_76.966,29.9997,76.9667,39.68,Post-monsoon_2022
Ra_29.625_76.997,29.6249,76.9972,19.58,Post-monsoon_2022
Su_29.693_77.055,29.6933,77.0549,16.88,Post-monsoon_2022
Ka_29.731_76.894,29.6816,76.935,23.6,Post-monsoon_2022
Ra_29.643_77.016,29.6433,77.017,19.58,Post-monsoon_2022
Ra_29.789_76.98,29.789,76.9802,7.11,Post-monsoon_2022
Pu_29.72_76.941,29.72,76.9407,20.48,Post-monsoon_2022
Na_29.685_77.114,29.6858,77.114,8.83,Post-monsoon_2022
Na_29.685_77.095,29.685,77.0945,11.78,Post-monsoon_2022
Mu_29.646_77.112,29.6462,77.1119,5.45,Post-monsoon_2022
Ka_29.706_76.911,29.706,76.9111,22.95,Post-monsoon_2022
Da_29.761_77.001,29.7611,77.0014,18.03,Post-monsoon_2022
Ch_29.662_77.089,29.6617,77.0885,15.7,Post-monsoon_2022
An_29.622_77.094,29.6228,77.0969,11.05,Post-monsoon_2022
Na_29.694_77.098,29.6947,77.0986,14.56,Post-monsoon_2022
Ka_29.694_76.95,29.6947,76.95,14.56,Post-monsoon_2022
Ja_29.745_77.104,29.7456,77.1042,5.22,Post-monsoon_2022
Ba_29.965_77.093,29.9645,77.0933,16.0,Post-monsoon_2022
Ju_30.012_76.581,30.0119,76.5805,47.7,Post-monsoon_2022
Ba_30.023_77.059,30.0232,77.0591,45.12,Post-monsoon_2022
Ba_29.981_77.014,29.9807,77.0137,43.53,Post-monsoon_2022
He_29.971_76.495,29.9713,76.4948,40.6,Post-monsoon_2022
Ga_29.962_76.731,29.9623,76.7314,34.07,Post-monsoon_2022
Ga_29.973_76.56,29.9727,76.5596,44.8,Post-monsoon_2022
Di_30.059_76.466,30.0587,76.4663,39.2,Post-monsoon_2022
Ch_30.022_76.664,30.0222,76.6645,43.7,Post-monsoon_2022
Bh_29.96_76.692,29.9604,76.6917,34.83,Post-monsoon_2022
Ba_29.923_76.609,29.9234,76.6086,38.0,Post-monsoon_2022
Ur_30.007_76.625,30.0074,76.6254,47.0,Post-monsoon_2022
Ad_30.084_76.481,30.0849,76.4812,42.55,Post-monsoon_2022
